1	-0.84071764	-1.143276897	-1.306550139	-0.631129852	-1.564995021	-2.185640093	-0.8414196823	-1.063301534	0.2890768185	0.3675999199	1.42381476	1.839048842	0.6807613754	2.402084628	1.925652725	0.8383402345
1	-0.8291571813	-1.013886635	-1.395859828	-0.4344286211	-1.969712016	-3.68590412	-0.8260711922	-1.044178379	0.6974511968	-0.462889583	0.2310455501	2.495357619	0.3679533856	3.100779228	2.689602816	0.771110095
1	-0.8071275164	-1.078789429	-1.2523106	-0.585713098	-1.514235694	-2.04526094	-0.8086739978	-1.008046955	0.5781739808	0.5183978199	1.25281892	1.764777912	0.6031067365	2.235009362	1.841288115	0.9167214693
1	-0.7857116813	-0.9771793166	-1.278778334	-0.4392741451	-1.741554277	-2.742109979	-0.7739467795	-0.9733011328	0.6712349586	-2.241684741	0.5150302541	2.08163902	0.4017030492	2.514982347	2.204168981	-0.1979781651
1	-0.7812102637	-1.097343751	-1.380420198	-0.2666535684	-2.117914828	-4.534861693	-0.784257472	-0.9660442546	0.4760027945	0.8047428661	1.874923524	2.765228732	0.1182639406	3.270862344	3.01335151	0.9396053727
1	-0.7764701346	-1.028311033	-1.255409684	-0.4616519981	-1.670900399	-2.505324475	-0.7781113589	-0.9584196986	0.5287760932	0.5078900748	1.185653307	2.007054269	0.4046608873	2.411297253	2.118056623	0.9555730297
1	-0.7697180082	-0.8644860772	-1.273035163	-0.4054175445	-1.769403175	-2.841435054	-0.7656847914	-0.9475889765	0.2580902672	-0.6569153337	-0.3394153319	2.163383217	0.320293738	2.561056058	2.29903896	0.9127361481
1	-0.768285739	-1.052577249	-1.250319506	-0.4343667041	-1.693100612	-2.577508987	-0.7698157855	-0.9452960777	0.4267790046	0.4772211756	1.576404391	2.035483079	0.3683906381	2.420538132	2.150828829	0.7514667552
1	-0.7626248654	-1.024792432	-1.244048484	-0.4250284413	-1.692040229	-2.574016636	-0.763199478	-0.936249073	0.4446996692	0.2774291407	1.360183612	2.038369092	0.3504448974	2.40923437	2.154159248	0.890806542
1	-0.7575437197	-1.042278107	-1.200945588	-0.4752768988	-1.550228931	-2.144010048	-0.7606469938	-0.9281493869	0.6916384472	0.7868297641	1.629646865	1.819080349	0.4268318088	2.168395702	1.902928728	0.9155775386
1	-0.7547132829	-1.001067539	-1.24374573	-0.3965044929	-1.724339322	-2.682476459	-0.755273343	-0.9236459671	0.4292943116	0.2687114119	1.226083434	2.09313583	0.3048949691	2.447280573	2.21748078	0.9896069819
1	-0.7487795961	-1.011366681	-1.279615545	-0.3100697837	-1.887385569	-3.307251897	-0.7492951565	-0.9142246407	0.7465317236	0.2555173251	1.426262838	2.355897975	0.1829767379	2.715396221	2.524497346	0.8190618102
1	-0.7482339698	-1.001865525	-1.231044062	-0.3847326305	-1.713918158	-2.647004205	-0.7504706426	-0.913359637	0.2304785448	0.6009872019	1.332326527	2.06275055	0.2985119493	2.398894511	2.18232069	0.5726946826
